id_cliente,fecha_registro,año_registro,mes_registro,trimestre_registro,nombre_completo,nombre_limpio,apellido,email,email_valido,dominio_email,edad,rango_edad,genero,pais,ciudad,codigo_postal,profesion,segmento_cliente,estado_cliente,fecha_ultima_compra,dias_sin_compra,total_compras,monto_total_gastado,ticket_promedio,frecuencia_compras_mes,antiguedad_dias,churn_risk,lifetime_value,canal_adquisicion,ultima_campania,num_reclamaciones,puntuacion_satisfaccion,activo,fecha_baja,motivo_baja,sucursal_preferida,dispositivo_preferido,acepta_newsletter,verificado_identidad,limite_credito,riesgo_fraude
2253,2021-06-17,2021,6,2,laura martinez,Laura,Martinez,laura@empresa.es,True,empresa.es,64,60+,No especificado,Chile,Santiago,,Jubilado,Inactivo,Baja Morosidad,2021-08-05,1756,35,4432.578704526445,126.64510584361271,0.5817174515235457,1805,Alto,896.3386300011924,,Primavera2024,7,3,1,2022-01-02,Precio alto,Online,App Android,1,VERIFICADO,414,
2254,2021-01-12,2021,1,1,Cliente Anónimo,Desconocido,,cliente2254@outlook.es,True,outlook.es,veinticinco,,,Chile,Barcelona,,Desempleado,VIP,Activo,,542,1,305.67434595350386,305.67434595350386,0.015298317185109638,1961,Alto,56.89502104692958,Redes Sociales,Navidad2023,4,5,0,,,,App iOS,False,RECHAZADO,7264,Medio
2255,2020-07-31,2020,7,3,elena martinez,Elena,Martinez,elena@yahoo.com,True,yahoo.com,-93,Menor,,Chile,Barcelona,08001,Médico,Premium,Bloqueado,2020-08-16,2110,12,1454.839602496993,121.23663354141608,0.16933207902163688,2126,Alto,249.772556402353,,BlackFriday,0,0,1,,,Norte,Web,True,RECHAZADO,4589,
2256,2020-12-21,2020,12,4,ana   LOPEZ,Ana,Lopez,correo_invalido_sin_arroba,False,,51,45-59,0,Colombia,Bogotá,28001,Jubilado,Premium,Activo,2021-06-20,1802,-31,0,0,0,2126,Alto,0.0,Email Marketing,Primavera2024,2,6,False,,,Online,Web,1,PENDIENTE,-3426,
2257,2022-09-17,2022,9,3,martinez,Desconocido,Martinez,cliente2257@gmail.com,True,gmail.com,67,60+,No especificado,,,,Estudiante,Básico,Activo,2024-04-19,768,45,3305.8914227702867,73.4642538393397,1.0014836795252227,1348,Alto,895.1412235245954,Referido,,2,2,0,,,Móvil,Web Móvil,0,VERIFICADO,316,Bajo
2258,2021-12-03,2021,12,4,sofia rodriguez,Sofia,Rodriguez,sofiaNone,False,,68,60+,0,,Bogotá,08001,Jubilado,Básico,Baja Morosidad,2021-12-15,1624,21,560.2571210565832,26.678910526503962,0.38508557457212717,1636,Alto,124.99624033352863,,BlackFriday,5,4,0,2022-03-22,Competencia,Sur,App iOS,0,RECHAZADO,474,Crítico
2259,fecha_invalida,2021,12,4,maria,Maria,,maria@empresa.es,True,empresa.es,62,60+,,Argentina,Santiago,CP_INVALIDO,Médico,,Bloqueado,2022-07-09,1418,23,3280.6036984626435,142.63494341141927,0.4275092936802974,1614,Alto,741.8961275953313,Redes Sociales,,9,,1,,,,Web Móvil,0,,171,
2260,2021-11-30,2021,11,4,carlos fernandez,Carlos,Fernandez,carlos@yahoo.com,True,yahoo.com,58,45-59,0,Argentina,Barcelona,28001,Empresario,Nuevo,,2022-08-29,1367,44,21693.608910428888,493.03656614611106,0.8053691275167785,1639,Alto,4831.09655418337,Web,Navidad2023,2,3,1,,,,Web,0,VERIFICADO,540,Medio
2261,2021-09-07,2021,9,3,LOPEZ,Desconocido,Lopez,cliente2261None,False,,veinticinco,,,,Barcelona,CP_INVALIDO,Desempleado,Inactivo,Bloqueado,2022-10-03,1332,17,2410.45671536735,141.79157149219708,0.29599535693557744,1723,Alto,51063.07029071868,Redes Sociales,Primavera2024,1,2,True,,,Móvil,Tablet,False,,950,Alto
2262,2020-10-13,2020,10,4,miguel martinez,Miguel,Martinez,correo_invalido_sin_arroba,False,,64,60+,1,Chile,Santiago,08001,Estudiante,Nuevo,Inactivo,2021-01-11,1962,13,$570.1379360471886,,0.19005847953216373,2052,Alto,,,Primavera2024,2,4,Activo,,,,Tablet,0,RECHAZADO,738,Alto
2263,2020-06-11,2020,6,2,LUIS  garcia,Luis,Garcia,luis@gmail.com,True,gmail.com,23,18-29,M,,,CP_INVALIDO,,Corporativo,Activo,2021-08-31,1730,35,9812.745881378865,280.36416803939613,0.4825367647058823,2176,Alto,1645.9798927864367,,Navidad2023,10,1,No,,,Online,Web Móvil,True,VERIFICADO,988,Crítico
2264,2020-07-13,2020,7,3,ana  rodriguez,Ana,Rodriguez,ana@gmail.com,True,gmail.com,40,30-44,1,España,Bogotá,123,Docente,Corporativo,Baja Voluntaria,2020-10-24,2041,-50,0,0,0,2176,Alto,0.0,,Navidad2023,3,6,True,2020-09-02,,Centro,Web Móvil,No,RECHAZADO,518,Bajo
2265,2023-09-23,2023,9,3,PEDRO,Pedro,,,False,,49,45-59,No especificado,México,CDMX,,Ingeniero,Básico,Bloqueado,2025-01-17,495,49,22139.504507265847,451.8266225972622,1.5046059365404298,977,Alto,8271.155726870045,Evento,Verano2023,2,,1,,,Sur,,1,VERIFICADO,219,
2266,2020-11-10,2020,11,4,ana,Ana,,ana@gmail.com,True,gmail.com,-11,Menor,No especificado,,Barcelona,,Docente,,Activo,2020-11-11,2023,38,-5411.6026739750405,-142.4105966835537,0.5632411067193676,2024,Alto,-975.9066086960918,Redes Sociales,Verano2023,5,0,1,,,Centro,,False,,366,
2267,2023-05-28,2023,5,2,carlos fernandez,Carlos,Fernandez,carlos@yahoo.com,True,yahoo.com,33,30-44,Otro,España,CDMX,,Jubilado,Corporativo,Activo,2023-08-14,1017,28,7229.353116991744,258.19118274970515,0.767123287671233,1095,Alto,2409.7843723305814,Email Marketing,,5,0,1,,,Sur,,True,RECHAZADO,524,
2268,fecha_invalida,2022,11,4,martinez,Desconocido,Martinez,correo_invalido_sin_arroba,False,,veinticinco,,1,Argentina,Buenos Aires,123,,,,2022-12-14,1260,10,3203.074790725477,320.3074790725477,0.23130300693909023,1297,Alto,901.4050104971466,Web,Navidad2023,-1,N/A,0,,,,App Android,0,,120,Medio
2269,2023-07-14,2023,7,3,LOPEZ,Desconocido,Lopez,cliente2269@empresa.es,True,empresa.es,51,45-59,0,España,,,,Básico,Activo,2024-07-12,684,3,137.33450603777493,45.77816867925831,0.08587786259541985,1048,Alto,47.83119723643878,,,6,5,No,,,Centro,Web Móvil,0,,811,
2270,2020-01-10,2020,1,1,laura  garcia,Laura,Garcia,laura@yahoo.com,True,yahoo.com,58,45-59,,Argentina,,,,,,2020-02-25,2283,27,3442.314968331998,127.49314697525918,0.34778875053671104,2329,Alto,539.4783011769769,Web,Verano2023,2,3,No,,,Norte,,1,RECHAZADO,764,Alto
2271,2021-01-24,2021,1,1,maria,Maria,,mariaNone,False,,64,60+,M,España,Buenos Aires,08001,Estudiante,Corporativo,Bloqueado,2021-05-30,1823,20,4334.807404261964,216.74037021309817,0.3078501795792714,1949,Alto,811.8033363548573,Evento,Verano2023,7,0,1,,,,,True,VERIFICADO,737,Medio
2272,2023-11-24,2023,11,4,JAVIER,Javier,,javier@hotmail.com,True,hotmail.com,35,30-44,F,Chile,CDMX,CP_INVALIDO,Estudiante,,Bloqueado,2024-09-16,618,-35,0,0,0,1949,Alto,0.0,Redes Sociales,Primavera2024,5,3,Inactivo,,,Móvil,Web,1,PENDIENTE,351,
2273,2021-03-02,2021,3,1,Cliente Anónimo,Desconocido,,cliente2273@gmail.com,True,gmail.com,78,60+,1,México,Madrid,,Desempleado,VIP,,2021-05-25,1828,36,17597.043571683644,488.80676588010124,0.5648535564853556,1912,Alto,3359.2682550546706,Evento,Primavera2024,5,5,False,,,Norte,Web,1,,15789,Medio
2274,2021-09-05,2021,9,3,laura  LOPEZ,Laura,Lopez,correo_invalido_sin_arroba,False,,67,60+,No especificado,Chile,Barcelona,,Médico,Básico,Bloqueado,2021-12-14,1625,33,10877.974674680972,329.6355962024537,0.5739130434782609,1725,Alto,2301.716380439742,App,,3,3,Inactivo,,,Sur,Tablet,0,,314,Medio
2275,26/11/2020,2020,11,4,LOPEZ,Desconocido,Lopez,cliente2275None,False,,veinticinco,,0,México,Buenos Aires,08001,Estudiante,Inactivo,Activo,2022-07-10,1417,37,$992.9862764580687,,0.552788844621514,2008,Alto,,Redes Sociales,,0,,False,,,,,False,PENDIENTE,154,Bajo
2276,2023-10-19,2023,10,4,maria sanchez,Maria,Sanchez,maria@empresa.es,True,empresa.es,40,30-44,Otro,Colombia,,123,Estudiante,Nuevo,Activo,2025-05-23,369,32,6108.17101092122,190.88034409128812,1.0094637223974763,951,Alto,2344.355855926651,Email Marketing,BlackFriday,9,1,0,,,Online,Web Móvil,True,,71,
2277,fecha_invalida,2023,4,2,rodriguez,Desconocido,Rodriguez,cliente2277@hotmail.com,True,hotmail.com,-54,Menor,M,Colombia,,,,,Baja Morosidad,,559,39,4113.3265684362395,105.46991201118563,1.0263157894736843,1140,Alto,1316.9861381396731,Web,Verano2023,1,5,Activo,2024-04-04,Precio alto,,Web,Sí,,294,Medio
2278,2023-11-27,2023,11,4,JAVIER  garcia,Javier,Garcia,javier@empresa.es,True,empresa.es,54,45-59,1,Argentina,Santiago,,Médico,,Baja Morosidad,2024-03-25,793,13,5130.083606952693,394.62181591943795,0.4276315789473684,912,Alto,205315.8461115935,Evento,BlackFriday,8,2,No,2024-08-31,Competencia,,Web,True,,669,Medio
2279,2021-01-31,2021,1,1,LUIS  LOPEZ,Luis,Lopez,luis@yahoo.com,True,yahoo.com,27,18-29,0,Colombia,,08001,Empresario,,Baja Voluntaria,2021-11-08,1661,39,15605.26293711187,400.13494710543256,0.6024716786817714,1942,Alto,2933.0180082625297,App,,8,,1,2021-10-22,Mal servicio,Online,App Android,Sí,,630,Alto
2280,2022-08-30,2022,8,3,ana  rodriguez,Ana,Rodriguez,correo_invalido_sin_arroba,False,,109,60+,,México,Bogotá,CP_INVALIDO,Docente,Básico,,2022-10-17,1318,-19,0,0,0,1942,Alto,0.0,App,BlackFriday,6,4,Si,,,Norte,App iOS,False,,-645,Alto
2281,2022-06-16,2022,6,2,ana   LOPEZ,Ana,Lopez,ana@outlook.es,True,outlook.es,24,18-29,Otro,Colombia,Madrid,28001,,Premium,Activo,2022-08-11,1385,13,3151.6337698388347,242.43336691067958,0.27064538514920194,1441,Alto,798.297242186797,,Verano2023,1,1,False,,,,Tablet,True,RECHAZADO,2350,Medio
2282,2021-05-23,2021,5,2,laura  garcia,Laura,Garcia,laura@hotmail.com,True,hotmail.com,veinticinco,,No especificado,Colombia,CDMX,CP_INVALIDO,Estudiante,VIP,Baja Morosidad,2021-09-21,1709,13,6269.775503112775,482.2904233163673,0.21311475409836067,1830,Alto,1250.528993790253,App,Primavera2024,3,0,Inactivo,2022-03-02,Precio alto,Centro,Tablet,0,RECHAZADO,19866,Medio
2283,2022-08-09,2022,8,3,PEDRO martinez,Pedro,Martinez,pedro@empresa.es,True,empresa.es,33,30-44,F,,Buenos Aires,CP_INVALIDO,Empresario,Premium,,2023-04-26,1127,28,4955.1401728022865,176.96929188579594,0.6056236481614996,1387,Alto,1303.9842560006016,Email Marketing,Navidad2023,2,5,0,,,Centro,Web,1,VERIFICADO,2828,
2284,2023-04-17,2023,4,2,Usuario Desconocido,Desconocido,,cliente2284@yahoo.com,True,yahoo.com,55,45-59,,,Bogotá,08001,Empresario,Corporativo,Bloqueado,2023-06-21,1071,49,21055.896143172573,429.71216618719535,1.2940140845070423,1136,Alto,6765.318743184849,Evento,Verano2023,2,3,Si,,,Móvil,Tablet,False,,701,
2285,2021-05-10,2021,5,2,laura  LOPEZ,Laura,Lopez,laura@outlook.es,True,outlook.es,74,60+,No especificado,Chile,Barcelona,,Estudiante,Corporativo,Activo,2021-05-27,1826,44,15074.812973055432,342.6093857512598,0.7162235485621269,1843,Alto,2985.5164054070715,Web,,7,3,Si,,,Centro,,1,,652,
2286,fecha_invalida,2020,5,2,laura  LOPEZ,Laura,Lopez,correo_invalido_sin_arroba,False,,52,45-59,F,México,CDMX,123,Médico,,Baja Voluntaria,2020-10-20,2045,37,1637.7762391119866,44.26422267870234,0.5015815634884772,2213,Alto,270.12576921639186,,Navidad2023,9,N/A,1,2021-01-28,,,,1,PENDIENTE,530,Crítico
2287,2021-07-01,2021,7,3,carlos  garcia,Carlos,Garcia,carlos@gmail.com,True,gmail.com,59,45-59,Otro,México,,123,Empresario,Nuevo,Inactivo,2022-08-09,1387,10,1720.5481218043471,172.0548121804347,0.16750418760469013,1791,Alto,350.6421353760953,Evento,Navidad2023,9,5,0,,,Sur,Tablet,False,VERIFICADO,579,
2288,2023-05-08,2023,5,2,laura  LOPEZ,Laura,Lopez,lauraNone,False,,-36,Menor,Otro,Chile,Bogotá,,,,Inactivo,2024-02-23,824,-10,$0,0,0,1791,Alto,,Redes Sociales,,4,6,1,,,,,1,RECHAZADO,778,Medio
2289,2023-08-20,2023,8,3,LUIS martinez,Luis,Martinez,luis@gmail.com,True,gmail.com,veinticinco,,0,España,CDMX,28001,Docente,VIP,Baja Morosidad,2024-06-26,700,15,6669.578936550161,444.63859577001074,0.44510385756676557,1011,Alto,2407.909309437002,App,,-4,0,No,2024-01-11,Mal servicio,,App iOS,1,,11624,
2290,2021-06-26,2021,6,2,Usuario Desconocido,Desconocido,,cliente2290@outlook.es,True,outlook.es,78,60+,No especificado,Colombia,Madrid,123,,VIP,Baja Morosidad,2021-07-16,1776,31,6509.847703160887,209.9950871987383,0.5178173719376391,1796,Alto,1322.992434105637,App,BlackFriday,8,1,False,2022-05-18,Mal servicio,,,True,,13781,Medio
2291,2021-07-11,2021,7,3,miguel fernandez,Miguel,Fernandez,miguel@empresa.es,True,empresa.es,24,18-29,1,México,CDMX,28001,Médico,Inactivo,Baja Voluntaria,2021-08-04,1757,49,4559.935273176179,93.05990353420773,0.8253790005614824,1781,Alto,934.5178970855168,Evento,Primavera2024,5,6,True,2021-09-12,,Online,Web Móvil,0,PENDIENTE,125,
2292,2022-08-22,2022,8,3,carlos sanchez,Carlos,Sanchez,correo_invalido_sin_arroba,False,,36,30-44,F,Argentina,Madrid,123,Empresario,Nuevo,Baja Morosidad,2024-07-28,668,50,8321.478566507485,166.4295713301497,1.0917030567685588,1374,Alto,2210.5820063866317,Redes Sociales,Navidad2023,2,0,Activo,2023-06-03,,Centro,App iOS,True,VERIFICADO,188,Alto
2293,2020-10-23,2020,10,4,ana   LOPEZ,Ana,Lopez,anaNone,False,,39,30-44,No especificado,Argentina,,,Ingeniero,Nuevo,Baja Morosidad,2020-10-28,2037,43,15248.16841704795,354.6085678383244,0.6317335945151812,2042,Alto,2725.5541000110193,,Primavera2024,4,2,0,2020-12-31,Competencia,Online,Web,1,VERIFICADO,213,Alto
2294,2022-06-10,2022,6,2,Usuario Desconocido,Desconocido,,cliente2294@yahoo.com,True,yahoo.com,63,60+,No especificado,Chile,Madrid,08001,,VIP,Bloqueado,2023-05-26,1097,35,7038.302112006367,201.09434605732477,0.7256392536281963,1447,Alto,1775.3837393796296,App,BlackFriday,10,N/A,False,,,,Web Móvil,0,,15834,Bajo
2295,fecha_invalida,2022,7,3,Usuario Desconocido,Desconocido,,,False,,59,45-59,No especificado,México,,123,Empresario,Básico,,2022-11-28,1276,28,5601.783237725621,200.0636870616293,0.6008583690987125,1398,Alto,146255.42788053304,Web,Navidad2023,0,1,False,,,Móvil,,True,,303,
2296,2023-09-12,2023,9,3,elena  LOPEZ,Elena,Lopez,elena@gmail.com,True,gmail.com,veinticinco,,,Chile,,CP_INVALIDO,,VIP,Baja Morosidad,2024-04-23,764,-49,0,0,0,1398,Alto,0.0,Referido,BlackFriday,9,5,No,2024-04-01,Insatisfacción,Norte,,True,,15497,
2297,2023-08-12,2023,8,3,miguel sanchez,Miguel,Sanchez,miguel@yahoo.com,True,yahoo.com,51,45-59,1,España,Buenos Aires,,Ingeniero,Premium,Baja Voluntaria,2024-03-11,807,34,7414.388967566473,218.07026375195508,1.000981354268891,1019,Alto,2655.7919265571763,,BlackFriday,7,5,1,2023-10-01,,,Web,True,,3691,
2298,2023-12-21,2023,12,4,miguel,Miguel,,correo_invalido_sin_arroba,False,,63,60+,Otro,México,Bogotá,,Estudiante,Nuevo,Baja Morosidad,2025-04-29,393,29,7736.686848359087,266.7823051158306,0.9797297297297297,888,Alto,3180.057094201652,Referido,BlackFriday,3,0,1,2024-09-10,Mal servicio,,Web,1,,483,
2299,2021-07-01,2021,7,3,rodriguez,Desconocido,Rodriguez,cliente2299None,False,,-26,Menor,M,,CDMX,08001,Jubilado,VIP,Inactivo,2021-07-04,1788,7,282.20281286789583,40.31468755255655,0.11725293132328309,1791,Alto,57.512019372854255,Evento,,1,N/A,False,,,Móvil,Tablet,1,PENDIENTE,12144,Crítico
2300,26/05/2020,2020,5,2,laura  LOPEZ,Laura,Lopez,lauraNone,False,,23,18-29,,México,Santiago,08001,Ingeniero,Básico,,,391,0,0,0,0,1791,Alto,0.0,,Verano2023,7,5,1,,,Centro,,1,RECHAZADO,112,
2301,2021-08-18,2021,8,3,elena sanchez,Elena,Sanchez,elena@yahoo.com,True,yahoo.com,55,45-59,1,Argentina,Barcelona,,Ingeniero,VIP,Baja Morosidad,2022-10-02,1333,21,$9707.711705875656,,0.3614457831325301,1743,Alto,,Redes Sociales,,9,N/A,True,2022-03-11,,,Web Móvil,True,,12848,
2302,2023-02-15,2023,2,1,JAVIER fernandez,Javier,Fernandez,javier@gmail.com,True,gmail.com,20,18-29,,Argentina,Buenos Aires,123,Docente,Corporativo,Baja Morosidad,2023-02-25,1187,45,15551.824321854961,345.59609604122136,1.1278195488721803,1197,Alto,4742.202069738564,App,Verano2023,3,,1,2023-04-11,Insatisfacción,,Tablet,1,RECHAZADO,846,
2303,2020-12-21,2020,12,4,ana  rodriguez,Ana,Rodriguez,ana@empresa.es,True,empresa.es,veinticinco,,,Chile,Santiago,CP_INVALIDO,Empresario,,Inactivo,2022-06-08,1449,17,7818.607500545763,459.9180882673978,0.25718608169440244,1983,Alto,1439.128460766114,Referido,Verano2023,7,2,True,,,Norte,App iOS,No,,636,Medio
2304,fecha_invalida,2020,8,3,LOPEZ,Desconocido,Lopez,correo_invalido_sin_arroba,False,,49,45-59,No especificado,,Bogotá,,Ingeniero,,Activo,2020-10-08,2057,-5,0,0,0,1983,Alto,0.0,App,Verano2023,4,,True,,,Online,Tablet,True,VERIFICADO,-570,Medio
2305,2023-03-29,2023,3,1,elena fernandez,Elena,Fernandez,elena@hotmail.com,True,hotmail.com,58,45-59,M,,Santiago,08001,Médico,Nuevo,Bloqueado,2023-05-31,1092,11,3356.2119553571742,305.1101777597431,0.28571428571428575,1155,Alto,1060.6210941172023,,Navidad2023,7,,1,,,Online,App iOS,False,RECHAZADO,228,Alto
2306,2021-01-01,2021,1,1,LOPEZ,Desconocido,Lopez,cliente2306@gmail.com,True,gmail.com,59,45-59,0,Argentina,Barcelona,CP_INVALIDO,,Básico,Activo,2022-01-22,1586,48,17117.551181555933,356.6156496157486,0.7302231237322515,1972,Alto,3168.309422549653,App,,6,,False,,,,,True,PENDIENTE,951,
2307,2023-07-30,2023,7,3,LOPEZ,Desconocido,Lopez,cliente2307@empresa.es,True,empresa.es,26,18-29,1,España,Buenos Aires,CP_INVALIDO,Empresario,Premium,Baja Voluntaria,2024-08-02,663,13,3635.990166182793,279.69155124483024,0.37790697674418605,1032,Alto,1285.9848940472089,,Navidad2023,8,N/A,False,2024-06-15,No usa,,Web Móvil,0,VERIFICADO,4081,
2308,2022-11-14,2022,11,4,maria,Maria,,maria@empresa.es,True,empresa.es,72,60+,F,Colombia,Barcelona,,Médico,Premium,Baja Morosidad,2023-11-15,924,32,13996.722113965885,437.3975660614339,0.7441860465116279,1290,Alto,3960.3128461996494,,Primavera2024,3,,0,2023-07-04,No usa,,,Sí,PENDIENTE,2179,Alto
2309,2020-07-11,2020,7,3,ana  rodriguez,Ana,Rodriguez,ana@gmail.com,True,gmail.com,70,60+,Otro,México,Buenos Aires,,Ingeniero,VIP,Baja Morosidad,2020-07-16,2141,16,1863.9211768483083,116.49507355301927,0.22367194780987884,2146,Alto,317.02294014428355,Email Marketing,,8,2,0,2021-01-24,Mal servicio,Móvil,Web Móvil,No,,18562,
2310,2020-06-19,2020,6,2,fernandez,Desconocido,Fernandez,correo_invalido_sin_arroba,False,,veinticinco,,,España,,,Jubilado,VIP,Inactivo,2021-02-03,1939,18,-5042.189552798258,-280.1216418221254,0.24907749077490776,2168,Alto,-848.8926138244299,Redes Sociales,Verano2023,-2,6,Si,,,Centro,,False,,15558,
2311,2022-07-02,2022,7,3,garcia,Desconocido,Garcia,cliente2311@hotmail.com,True,hotmail.com,30,30-44,,Chile,Madrid,,,Inactivo,Activo,2023-06-19,1073,47,9289.397235096149,197.64674968289677,0.9894736842105263,1425,Alto,2379.389467235154,Redes Sociales,Primavera2024,6,3,1,,,,Tablet,True,RECHAZADO,893,Alto
2312,2020-01-22,2020,1,1,carlos  LOPEZ,Carlos,Lopez,carlos@empresa.es,True,empresa.es,22,18-29,1,Colombia,CDMX,08001,Estudiante,Inactivo,Bloqueado,2021-04-11,1872,-30,0,0,0,1425,Alto,0.0,Evento,Navidad2023,4,5,True,,,Norte,Tablet,False,PENDIENTE,938,Alto
2313,fecha_invalida,2022,6,2,elena martinez,Elena,Martinez,elena@hotmail.com,True,hotmail.com,30,30-44,1,Argentina,Barcelona,08001,Jubilado,Inactivo,Baja Voluntaria,2022-06-17,1440,18,1244.3567950056934,69.13093305587185,0.375,1440,Alto,315.40988206741537,Web,BlackFriday,9,,1,2022-12-17,Precio alto,,Tablet,True,RECHAZADO,828,Medio
2314,2021-03-29,2021,3,1,carlos fernandez,Carlos,Fernandez,carlos@outlook.es,True,outlook.es,18,18-29,,Chile,Santiago,,Docente,,Bloqueado,2021-04-29,1854,4,$1121.4730098807488,,0.0636604774535809,1885,Alto,,Evento,Verano2023,0,6,Activo,,,Online,Web,1,VERIFICADO,874,Medio
2315,2022-08-23,2022,8,3,LOPEZ,Desconocido,Lopez,cliente2315None,False,,25,18-29,F,España,Bogotá,28001,Empresario,Premium,Baja Voluntaria,2023-01-26,1217,37,5010.754592058836,135.42579978537395,0.8084486525855791,1373,Alto,1332.0651319020214,Redes Sociales,,6,4,False,2023-07-10,Insatisfacción,,Tablet,Sí,,3004,Alto
2316,2022-06-19,2022,6,2,ana  rodriguez,Ana,Rodriguez,correo_invalido_sin_arroba,False,,60,60+,Otro,Argentina,Santiago,,,VIP,Inactivo,2022-09-18,1347,40,12521.771862136484,313.0442965534121,0.8344923504867873,1438,Alto,3178.335695187633,,,4,6,0,,,,Tablet,True,,17652,Alto
2317,2021-04-14,2021,4,2,sofia,Sofia,,sofia@empresa.es,True,empresa.es,veinticinco,,,España,Buenos Aires,123,Ingeniero,,Activo,2021-10-22,1678,35,15359.84659609871,438.8527598885346,0.5617977528089888,1869,Alto,2999.6490142193843,,,9,4,False,,,Móvil,,1,PENDIENTE,131,Alto
2318,2020-10-30,2020,10,4,miguel  garcia,Miguel,Garcia,miguel@empresa.es,True,empresa.es,108,60+,M,,,08001,,Básico,,2021-02-15,1927,12,4561.383963082472,380.1153302568727,0.1769041769041769,2035,Alto,818.1352071376425,Evento,,4,2,0,,,Norte,App Android,False,,497,
2319,2023-04-28,2023,4,2,maria fernandez,Maria,Fernandez,maria@gmail.com,True,gmail.com,55,45-59,0,Chile,Barcelona,,,Corporativo,Activo,2023-05-16,1107,1,465.71509598855846,465.71509598855846,0.02666666666666667,1125,Alto,151.09867558739896,,Verano2023,6,6,Activo,,,,App iOS,True,PENDIENTE,160,Alto
2320,2023-02-03,2023,2,1,sofia  garcia,Sofia,Garcia,sofia@outlook.es,True,outlook.es,34,30-44,F,México,CDMX,123,Empresario,Básico,Baja Voluntaria,2024-01-14,864,-46,0,0,0,1125,Alto,0.0,Email Marketing,,0,3,No,2023-08-07,Precio alto,Móvil,Web Móvil,0,,625,Alto
2321,2020-06-22,2020,6,2,laura fernandez,Laura,Fernandez,laura@empresa.es,True,empresa.es,-69,Menor,,México,Santiago,08001,,Inactivo,Activo,2021-02-03,1939,23,8009.70575981236,348.2480765135809,0.3187066974595843,2165,Alto,1350.3660980746013,,,8,0,No,,,Norte,Web Móvil,No,RECHAZADO,439,
2322,fecha_invalida,2021,1,1,ana  martinez,Ana,Martinez,correo_invalido_sin_arroba,False,,80,60+,1,Chile,Madrid,CP_INVALIDO,Empresario,,Inactivo,2021-10-12,1688,34,5531.071707568556,162.6785796343693,0.5246913580246914,1944,Alto,1038.4985459169357,Web,Verano2023,10,,0,,,,Tablet,1,PENDIENTE,100,Crítico
2323,2023-05-20,2023,5,2,LUIS,Luis,,luis@gmail.com,True,gmail.com,67,60+,No especificado,Argentina,Barcelona,,Docente,Inactivo,Inactivo,,530,12,2548.3367025705375,212.36139188087813,0.3263825929283771,1103,Alto,843.284584259516,Evento,,4,6,False,,,,Web,0,PENDIENTE,834,Alto
2324,2021-08-12,2021,8,3,LUIS  LOPEZ,Luis,Lopez,luis@outlook.es,True,outlook.es,veinticinco,,,Colombia,,28001,Médico,Corporativo,Activo,2022-06-22,1435,16,871.5763321583148,54.473520759894676,0.274442538593482,1749,Alto,181.88985776888788,Referido,Navidad2023,6,3,0,,,Norte,App Android,False,,886,
2325,21/05/2022,2022,5,2,maria fernandez,Maria,Fernandez,,False,,76,60+,,Chile,Madrid,,,Básico,Bloqueado,2022-05-25,1463,20,5266.485941547337,263.32429707736685,0.40899795501022496,1467,Alto,1310.339037944634,Referido,Verano2023,9,5,True,,,Norte,App Android,0,RECHAZADO,809,Alto
2326,2022-03-30,2022,3,1,JAVIER,Javier,,javier@gmail.com,True,gmail.com,30,30-44,Otro,Argentina,Bogotá,CP_INVALIDO,Ingeniero,Premium,Baja Voluntaria,2022-04-21,1497,20,6853.65066302998,342.682533151499,0.39499670836076367,1519,Alto,1646.8614167254398,Web,Navidad2023,9,0,True,2022-08-25,,Centro,App iOS,1,,4390,Medio
2327,2022-08-06,2022,8,3,laura,Laura,,laura@hotmail.com,True,hotmail.com,31,30-44,No especificado,México,,08001,,Corporativo,Baja Voluntaria,2023-01-19,1224,12,$5703.36079789561,,0.2589928057553957,1390,Alto,,Redes Sociales,Verano2023,4,1,0,2022-11-22,No usa,,App iOS,False,,799,
2328,2020-04-13,2020,4,2,PEDRO  LOPEZ,Pedro,Lopez,correo_invalido_sin_arroba,False,,52,45-59,M,,Barcelona,CP_INVALIDO,Ingeniero,Inactivo,Inactivo,2020-05-08,2210,-19,0,0,0,1390,Alto,0.0,Redes Sociales,BlackFriday,3,0,True,,,Norte,App iOS,False,,-793,Alto
2329,2021-11-05,2021,11,4,maria sanchez,Maria,Sanchez,maria@hotmail.com,True,hotmail.com,38,30-44,1,Argentina,,123,,,,2021-12-21,1618,25,1125.5809720628654,45.02323888251462,0.45072115384615385,1664,Alto,24689.726851138574,,Verano2023,10,0,0,,,,,False,PENDIENTE,956,
2330,2021-04-23,2021,4,2,JAVIER  LOPEZ,Javier,Lopez,javier@hotmail.com,True,hotmail.com,67,60+,F,Colombia,,,Médico,,Baja Voluntaria,2021-06-28,1794,24,1613.1617252596366,67.21507188581819,0.3870967741935484,1860,Alto,316.56130630095015,,,4,2,No,2021-07-31,Insatisfacción,Norte,,True,RECHAZADO,198,Medio
2331,fecha_invalida,2020,7,3,LUIS,Luis,,luis@hotmail.com,True,hotmail.com,veinticinco,,Otro,España,Madrid,28001,Docente,,Baja Voluntaria,2020-12-20,1984,46,4775.5905818553965,103.81718656207384,0.6481916392672616,2129,Alto,818.7367601583934,Email Marketing,Verano2023,-8,N/A,False,2021-03-31,Insatisfacción,Online,Tablet,Sí,,785,
